"","Entry","Name","Formula","Exact_Mass"
"6392","C16996","Methylnigakinone","C16H12N2O3","280.0848"
"6393","C17748","1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone","C16H24O4","280.1675"
"6394","C18982","Endothion","C9H13O6PS","280.017"
"6395","C19417","3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate","C16H24O4","280.1675"
"6396","C20282","1-(4-Hydroxyphenylazo)-naphthalene-2,6-diol;","C16H12N2O3","280.0848"
"6397","C20283","1-(3,4-Dihydroxyphenylazo)-2-naphthol;","C16H12N2O3","280.0848"
"6398","C20388","12(S)-HHT;","C17H28O3","280.2038"
"6399","C20579","Cyclopeptine;","C17H16N2O2","280.1212"
"6400","C19215","Cobaltsulfate;","CoSO4.7H2O","280.9589"
"6401","C02494","1-Methyladenosine","C11H15N5O4","281.1124"
"6402","C02809","AlbendazoleS-oxide","C12H15N3O3S","281.0834"
"6403","C05031","O6-Methyl-2'-deoxyguanosine","C11H15N5O4","281.1124"
"6404","C05595","4-Hydroxyphenylacetylglutamicacid;","C13H15NO6","281.0899"
"6405","C06685","Cycloheximide","C15H23NO4","281.1627"
"6406","C07487","Nitrazepam","C15H11N3O3","281.08"
"6407","C09338","Annolobine;","C17H15NO3","281.1052"
"6408","C10150","Harzianopyridone","C14H19NO5","281.1263"
"6409","C10572","Balsoxine;","C17H15NO3","281.1052"
"6410","C11019","Pendimethalin","C13H19N3O4","281.1376"
"6411","C11501","9-Riburonosyladenine","C10H11N5O5","281.076"
"6412","C11767","Xanomeline","C14H23N3OS","281.1562"
"6413","C12236","Oxoassoanine;","C17H15NO3","281.1052"
"6414","C13038","Flufenamicacid;","C14H10F3NO2","281.0664"
"6415","C14599","2,3,3-Triphenylacrylonitrile;","C21H15N","281.1204"
"6416","C15048","7-(Acetyloxy)-3-(3-pyridinyl)-2H-1-benzopyran-2-one","C16H11NO4","281.0688"
"6417","C15427","2-Amino-1,2-bis(p-chlorophenyl)ethanol","C14H13Cl2NO","281.0374"
"6418","C16997","Michelalbine","C17H15NO3","281.1052"
"6419","C18388","Diminazene","C14H15N7","281.1389"
"6420","C18669","Propetamphos","C10H20NO4PS","281.0851"
"6421","C18786","Dodemorph","C18H35NO","281.2719"
"6422","C18800","Ofurace","C14H16ClNO3","281.0819"
"6423","C18938","Fenitropan","C13H15NO6","281.0899"
"6424","C19006","Menazon","C6H12N5O2PS2","281.017"
"6425","C19670","Oleamide;","C18H35NO","281.2719"
"6426","C11042","Hexachlorobenzene;","C6Cl6","281.8131"
"6427","C19637","CoenzymeMdisulfide;","C4H10O6S4","281.936"
"6428","C06637","1-Chloro-2,2-bis(4'-chlorophenyl)ethylene;","C14H9Cl3","281.977"
"6429","C00712","(9Z)-Octadecenoicacid;","C18H34O2","282.2559"
"6430","C00939","2-Aminoadenosine","C10H14N6O4","282.1077"
"6431","C01630","Xylobiose","C10H18O9","282.0951"
"6432","C01712","(9E)-Octadecenoicacid;","C18H34O2","282.2559"
"6433","C02243","8-Oxocoformycin","C11H14N4O5","282.0964"
"6434","C05918","all-trans-Dehydroretinal;","C20H26O","282.1984"
"6435","C05919","11-cis-Dehydroretinal","C20H26O","282.1984"
"6436","C08363","(6Z)-Octadecenoicacid;","C18H34O2","282.2559"
"6437","C08367","(11E)-Octadecenoicacid;","C18H34O2","282.2559"
"6438","C08722","4,5-Methylenedioxy-6-hydroxyaurone","C16H10O5","282.0528"
"6439","C09235","(-)-Quebrachamine;","C19H26N2","282.2096"
"6440","C09482","Hymenoxon","C15H22O5","282.1467"
"6441","C09538","QingHauSau;","C15H22O5","282.1467"
"6442","C10029","5,7-Dimethoxyflavone;","C17H14O4","282.0892"
"6443","C10244","Agrostophyllin","C17H14O4","282.0892"
"6444","C10281","4-Prenyldihydropinosylvin","C19H22O2","282.162"
"6445","C10522","Pseudobaptigenin","C16H10O5","282.0528"
"6446","C10756","Cadiamine","C15H26N2O3","282.1943"
"6447","C10878","Randainol","C18H18O3","282.1256"
"6448","C11486","NAC","C17H18N2O2","282.1368"
"6449","C11631","9-Riburonosylhypoxanthine","C10H10N4O6","282.06"
"6450","C12103","omega-Cycloheptylundecanoicacid","C18H34O2","282.2559"
"6451","C12118","Saphenicacidmethylester","C16H14N2O3","282.1004"
"6452","C13698","Niflumicacid;","C13H9F3N2O2","282.0616"
"6453","C13715","Miltirone","C19H22O2","282.162"
"6454","C14265","N-(p-Nitrobenzyl)phthalimide;","C15H10N2O4","282.0641"
"6455","C14551","Diethylstilbestrolmonomethylether;","C19H22O2","282.162"
"6456","C14657","2,3-Diphenyl-1-indanone;","C21H14O","282.1045"
"6457","C15052","7-Hydroxy-3-(4-methoxyphenyl)-4-methylcoumarin;","C17H14O4","282.0892"
"6458","C15084","2,3-Diphenyl-3-(2-pyridinyl)acrylonitrile","C20H14N2","282.1157"
"6459","C15308","3-Hydroxy-1-methylestra-1,3,5(10),6-tetraen-17-one;","C19H22O2","282.162"
"6460","C15452","4,4'-Diaminostilbenedihydrochloride","C14H14N2.2HCl","282.0691"
"6461","C15465","6-Oxabicyclo[3.1.0]hexane-2-undecanoicacidmethylester","C17H30O3","282.2195"
"6462","C15642","GSK4716","C17H18N2O2","282.1368"
"6463","C15971","Dihydrophaseicacid;","C15H22O5","282.1467"
"6464","C16508","12-trans-HydroxyjuvenilehormoneIII","C16H26O4","282.1831"
"6465","C19039","Malonoben","C18H22N2O","282.1732"
"6466","C19119","Dinosebacetate","C12H14N2O6","282.0852"
"6467","C20287","2-Acetoxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine;","C15H14N4O2","282.1117"
"6468","C20568","beta-L-Arabinofuranosyl-(1->2)-beta-L-arabinofuranose","C10H18O9","282.0951"
"6469","C20570","alpha-1,5-L-Arabinobiose","C10H18O9","282.0951"
"6470","C11065","Nitrofen","C12H7Cl2NO3","282.9803"
"6471","C00387","Guanosine","C10H13N5O5","283.0917"
"6472","C01735","Morphinone","C17H17NO3","283.1208"
"6473","C07069","Levallorphan","C19H25NO","283.1936"
"6474","C08233","Risedronicacid;","C7H11NO7P2","283.0011"
"6475","C08432","Isoguanosine;","C10H13N5O5","283.0917"
"6476","C08475","Cucumopine","C11H13N3O6","283.0804"
"6477","C10263","Amabiline;","C15H25NO4","283.1784"
"6478","C10403","Supinine;","C15H25NO4","283.1784"
"6479","C10634","Acrophylline","C17H17NO3","283.1208"
"6480","C10953","Metolachlor","C15H22ClNO2","283.1339"
"6481","C10986","Procymidone","C13H11Cl2NO2","283.0167"
"6482","C12987","N2-Acetyl-L-aminoadipyl-delta-phosphate","C8H14NO8P","283.0457"
"6483","C13683","Histrionicotoxin","C19H25NO","283.1936"
"6484","C13846","Octadecanamide;","C18H37NO","283.2875"
"6485","C18402","Fosthiazate","C9H18NO3PS2","283.0466"
"6486","C18801","Penconazole","C13H15Cl2N3","283.0643"
"6487","C19050","Delachlor","C15H22ClNO2","283.1339"
"6488","C20563","BrevianamideF;","C16H17N3O2","283.1321"
"6489","C14445","Tris(2-chloroethyl)phosphate","C6H12Cl3O4P","283.9539"
"6490","C06638","1-Chloro-2,2-bis(4'-chlorophenyl)ethane;","C14H11Cl3","283.9926"
"6491","C15392","1-Chloro-4-(2,2-dichloro-1-phenylethyl)benzene;","C14H11Cl3","283.9926"
"6492","C00376","Retinal;","C20H28O","284.214"
"6493","C00814","BiochaninA","C16H12O5","284.0685"
"6494","C01448","Questin","C16H12O5","284.0685"
"6495","C01470","Acacetin;","C16H12O5","284.0685"
"6496","C01530","Octadecanoicacid;","C18H36O2","284.2715"
"6497","C01562","Calycosin","C16H12O5","284.0685"
"6498","C01677","Coformycin","C11H16N4O5","284.1121"
"6499","C01762","Xanthosine","C10H12N4O6","284.0757"
"6500","C02110","11-cis-Retinal;","C20H28O","284.214"
"6501","C02920","2'-Hydroxyformononetin;","C16H12O5","284.0685"
"6502","C06948","Diazepam","C16H13ClN2O","284.0716"
"6503","C07379","Promazine","C17H20N2S","284.1347"
"6504","C07404","Promethazine;","C17H20N2S","284.1347"
"6505","C07576","Psilocybin;","C12H17N2O4P","284.0926"
"6506","C09061","Allogibbericacid","C18H20O3","284.1412"
"6507","C10046","Genkwanin;","C16H12O5","284.0685"
"6508","C10047","Geraldone;","C16H12O5","284.0685"
"6509","C10197","Wogonin;","C16H12O5","284.0685"
"6510","C10246","BatatasinI;","C17H16O4","284.1049"
"6511","C10265","IsobatatasinI","C17H16O4","284.1049"
"6512","C10323","Cypripedin","C16H12O5","284.0685"
"6513","C10370","Lucidinomega-methylether;","C16H12O5","284.0685"
"6514","C10401","Rhein","C15H8O6","284.0321"
"6515","C10484","Phenethylcaffeate;","C17H16O4","284.1049"
"6516","C10502","(-)-Maackiain;","C16H12O5","284.0685"
"6517","C10504","Melannin","C16H12O5","284.0685"
"6518","C10521","Prunetin","C16H12O5","284.0685"
"6519","C10536","Texasin;","C16H12O5","284.0685"
"6520","C11122","DTP;","C12H10Cl2N2O2","284.0119"
"6521","C11577","3-Methylgalangin;","C16H12O5","284.0685"
"6522","C13037","Lynestrenol","C20H28O","284.214"
"6523","C13666","Tropisetron","C17H20N2O2","284.1525"
"6524","C13792","2-Methoxy-5Z-hexadecenoicacid;","C17H32O3","284.2351"
"6525","C13946","2-Methoxy-6Z-hexadecenoicacid;","C17H32O3","284.2351"
"6526","C14257","Methyltrienolone;","C19H24O2","284.1776"
"6527","C14441","16-Ketoestrone;","C18H20O3","284.1412"
"6528","C14536","Glycitein;","C16H12O5","284.0685"
"6529","C14655","17,17-Dimethyl-18-norandrosta-4,13-dien-3-one","C20H28O","284.214"
"6530","C14740","alpha,alpha'-Diethyl-3,4,4'-stilbenetriol;","C18H20O3","284.1412"
"6531","C14854","9-Hydroxybenzo[a]pyrene-4,5-oxide;","C20H12O2","284.0837"
"6532","C14996","12-(2,3-Dihydroxycyclopentyl)-2-dodecanone","C17H32O3","284.2351"
"6533","C15016","19-Norpregna-4,17(20)-dien-3-one","C20H28O","284.214"
"6534","C15170","17-Methyl-18,19-dinor-17alpha-pregna-4,13-dien-3-one","C20H28O","284.214"
"6535","C15194","Androsta-4,9(11)-diene-3,17-dione;","C19H24O2","284.1776"
"6536","C15211","4,4-Bis(4-hydroxyphenyl)heptane","C19H24O2","284.1776"
"6537","C15255","1-Methylestra-1,3,5(10),6-tetraene-3,17beta-diol","C19H24O2","284.1776"
"6538","C15262","3-Methoxyestra-1,3,5(10)-trien-16beta-ol;","C20H28O","284.214"
"6539","C15323","3-Hydroxy-1-methylestra-1,3,5(10)-trien-17-one;","C19H24O2","284.1776"
"6540","C15454","Hexestrolmonomethylether;","C19H24O2","284.1776"
"6541","C16229","(+)-Maackiain","C16H12O5","284.0685"
"6542","C16505","(10S)-JuvenilehormoneIIIdiol","C16H28O4","284.1988"
"6543","C16681","9-cis-Retinal","C20H28O","284.214"
"6544","C17039","Obtusifolin","C16H12O5","284.0685"
"6545","C17045","Physcion;","C16H12O5","284.0685"
"6546","C18278","9,10-Dihydroxybenzo[a]pyrene;","C20H12O2","284.0837"
"6547","C18279","4,5-Dihydroxybenzo[a]pyrene;","C20H12O2","284.0837"
"6548","C18280","11,12-Dihydroxybenzo[a]pyrene;","C20H12O2","284.0837"
"6549","C18559","Metominostrobin","C16H16N2O3","284.1161"
"6550","C20144","Androsta-1,4-diene-3,17-dione","C19H24O2","284.1776"
"6551","C20356","Isooctadecanoicacid;","C18H36O2","284.2715"
"6552","C20430","(+)-Larreatricin","C18H20O3","284.1412"
"6553","C07460","Chloraminophenamide;","C6H8ClN3O4S2","284.9645"
"6554","C01516","Morphine","C17H19NO3","285.1365"
"6555","C01833","Leu-Gly-Pro","C13H23N3O4","285.1689"
"6556","C03882","Piperine;","C17H19NO3","285.1365"
"6557","C05155","5-Amino-4-chloro-2-(5-hydroxymuconoyl)-3(2H)-pyridazinone;","C10H8ClN3O5","285.0152"
"6558","C05721","Leucomethyleneblue;","C16H19N3S","285.13"
"6559","C06161","(S)-Coclaurine;","C17H19NO3","285.1365"
"6560","C06348","(R,S)-Coclaurine;","C17H19NO3","285.1365"
"6561","C06349","(R)-Coclaurine;","C17H19NO3","285.1365"
"6562","C07042","Hydromorphone","C17H19NO3","285.1365"
"6563","C07195","Vidarabine;","C10H13N5O4.H2O","285.1073"
"6564","C07372","Probenecid","C13H19NO4S","285.1035"
"6565","C07421","Pentazocine","C19H27NO","285.2093"
"6566","C08163","Letrozole","C17H11N5","285.1014"
"6567","C08534","Narwedine;","C17H19NO3","285.1365"
"6568","C08728","RiccionidinA","C15H9O6","285.0399"
"6569","C09422","Erysonine","C17H19NO3","285.1365"
"6570","C09546","Isococculidine;","C18H23NO2","285.1729"
"6571","C10134","Buchananine","C12H15NO7","285.0849"
"6572","C10587","Cynometrine","C16H19N3O2","285.1477"
"6573","C10643","Arborinine","C16H15NO4","285.1001"
"6574","C10844","Apohyoscine","C17H19NO3","285.1365"
"6575","C10981","Vinclozolin","C12H9Cl2NO3","284.9959"
"6576","C11798","Mepyramine;","C17H23N3O","285.1841"
"6577","C12167","Cherylline","C17H19NO3","285.1365"
"6578","C16576","Norcodeine;","C17H19NO3","285.1365"
"6579","C19014","Prothoate","C9H20NO3PS2","285.0622"
"6580","C19429","HCBlueNo.2;","C12H19N3O5","285.1325"
"6581","C19768","5-Deoxy-5-chloroadenosine","C10H12ClN5O3","285.0629"
"6582","C15236","8-Hydroxy-2,3,4-trichlorodibenzofuran","C12H5Cl3O2","285.9355"
"6583","C15238","8-Hydroxy-3,4,6-trichlorodibenzofuran;","C12H5Cl3O2","285.9355"
"6584","C19071","Disul","C8H8Cl2O5S","285.9469"
"6585","C00280","Androstenedione;","C19H26O2","286.1933"
"6586","C00473","Retinol;","C20H30O","286.2297"
"6587","C00786","(-)-Vestitone;","C16H14O5","286.0841"
"6588","C00899","11-cis-Retinol","C20H30O","286.2297"
"6589","C01451","Salicin;","C13H18O7","286.1053"
"6590","C01514","Luteolin;","C15H10O6","286.0477"
"6591","C02675","DihydrobiochaninA;","C16H14O5","286.0841"
"6592","C02922","2'-O-Methyllicodione","C16H14O5","286.0841"
"6593","C03003","N-Glucosylnicotinate","C12H16NO7","286.0927"
"6594","C03413","N1,N12-Diacetylspermine","C14H30N4O2","286.2369"
"6595","C03838","5'-Phosphoribosylglycinamide;","C7H15N2O8P","286.0566"
"6596","C05298","2-Hydroxyestrone","C18H22O3","286.1569"
"6597","C05300","16alpha-Hydroxyestrone","C18H22O3","286.1569"
"6598","C05334","Isosakuranetin;","C16H14O5","286.0841"
"6599","C05903","Kaempferol;","C15H10O6","286.0477"
"6600","C07359","Oxazepam","C15H11ClN2O2","286.0509"
"6601","C07621","Methallenestril","C18H22O3","286.1569"
"6602","C07624","Abacavir","C14H18N6O","286.1542"
"6603","C08576","Aureusidin","C15H10O6","286.0477"
"6604","C08720","Maritimetin","C15H10O6","286.0477"
"6605","C08844","MoracinA","C16H14O5","286.0841"
"6606","C08974","Sainfuran","C16H14O5","286.0841"
"6607","C09044","Quinquangulin","C16H14O5","286.0841"
"6608","C09092","Ferruginol","C20H30O","286.2297"
"6609","C09282","Oxypeucedanin","C16H14O5","286.0841"
"6610","C09646","7,3'-Dihydroxy-4'-methoxy-8-methylflavan","C17H18O4","286.1205"
"6611","C09833","Sakuranetin;","C16H14O5","286.0841"
"6612","C09920","Brazilin","C16H14O5","286.0841"
"6613","C09975","2',4',6'-Trihydroxy-3'-formyldihydrochalcone","C16H14O5","286.0841"
"6614","C10036","Datiscetin;","C15H10O6","286.0477"
"6615","C10041","Fisetin;","C15H10O6","286.0477"
"6616","C10097","Isoscutellarein;","C15H10O6","286.0477"
"6617","C10184","Scutellarein;","C15H10O6","286.0477"
"6618","C10274","Phyllodulcin","C16H14O5","286.0841"
"6619","C10508","(-)-Nissolin","C16H14O5","286.0841"
"6620","C10510","Orobol","C15H10O6","286.0477"
"6621","C10526","(-)-Sativan","C17H18O4","286.1205"
"6622","C10610","Pilosine","C16H18N2O3","286.1317"
"6623","C11333","N-Acetyl-leucyl-leucine","C14H26N2O4","286.1893"
"6624","C11697","Levcromakalim;","C16H18N2O3","286.1317"
"6625","C11819","Cromakalim","C16H18N2O3","286.1317"
"6626","C11849","3-Hydroxy-palmiticacidmethylester","C17H34O3","286.2508"
"6627","C11873","Kaur-16-en-18-al;","C20H30O","286.2297"
"6628","C11885","Neoabietal;","C20H30O","286.2297"
"6629","C11886","Levopimarinal","C20H30O","286.2297"
"6630","C11887","Abietal;","C20H30O","286.2297"
"6631","C12134","2'-Hydroxygenistein;","C15H10O6","286.0477"
"6632","C12261","2,3,4-Trioxycyclopentanone","C14H26O4Si","286.16"
"6633","C12434","(S)-DNPA;","C16H14O5","286.0841"
"6634","C13546","Olprinonehydrochloride;","C14H10N4O.HCl","286.0621"
"6635","C13947","2-Methoxyhexadecanoicacid;","C17H34O3","286.2508"
"6636","C14251","1,3-Diphenyltetramethyldisiloxane;","C16H22OSi2","286.1209"
"6637","C14294","Diphenolicacid;","C17H18O4","286.1205"
"6638","C14383","16-Ketoestradiol;","C18H22O3","286.1569"
"6639","C14483","17alpha-Methylestradiol","C19H26O2","286.1933"
"6640","C14496","Estrololactone;","C18H22O3","286.1569"
"6641","C14502","Boldenone;","C19H26O2","286.1933"
"6642","C14852","Benzo[a]pyrene-7,8-diol;","C20H14O2","286.0994"
"6643","C14987","2,3-Dihydroxycyclopentaneundecanoicacid","C16H30O4","286.2144"
"6644","C15293","17beta-Hydroxyandrosta-4,9(11)-dien-3-one;","C19H26O2","286.1933"
"6645","C15315","1-Methylestra-1,3,5(10)-triene-3,17beta-diol;","C19H26O2","286.1933"
"6646","C15439","2-Methacryloyloxyethylphenylphosphate;","C12H15O6P","286.0606"
"6647","C16190","2,7-Dihydroxy-4'-methoxyisoflavanone","C16H14O5","286.0841"
"6648","C16682","9-cis-Retinol","C20H30O","286.2297"
"6649","C16964","Gastrodin;","C13H18O7","286.1053"
"6650","C17276","Retinol-(cellular-retinol-binding-protein)","C20H30O","286.2297"
"6651","C17599","Methylarbutin","C13H18O7","286.1053"
"6652","C17786","6-Demethoxycapillarisin","C15H10O6","286.0477"
"6653","C17810","Citreorosein;","C15H10O6","286.0477"
"6654","C18220","Palustradienal","C20H30O","286.2297"
"6655","C18222","Isopimaradienal","C20H30O","286.2297"
"6656","C18270","Benzo[a]pyrene-cis-4,5-dihydrodiol","C20H14O2","286.0994"
"6657","C18275","Benzo[a]pyrene-cis-7,8-dihydrodiol","C20H14O2","286.0994"
"6658","C18276","Benzo[a]pyrene-cis-9,10-dihydrodiol","C20H14O2","286.0994"
"6659","C18284","Benzo[a]pyrene-cis-11,12-dihydrodiol","C20H14O2","286.0994"
"6660","C18285","Benzo[a]pyrene-trans-11,12-dihydrodiol","C20H14O2","286.0994"
"6661","C18506","Furamethrin","C18H22O3","286.1569"
"6662","C18829","Ethofumesate","C13H18O5S","286.0875"
"6663","C18835","(R)-DNPA","C16H14O5","286.0841"
"6664","C19015","Schradan;","C8H24N4O3P2","286.1324"
"6665","C19076","Difenoxuron","C16H18N2O3","286.1317"
"6666","C19615","Hexadecanedioate","C16H30O4","286.2144"
"6667","C19962","13-cis-Retinol;","C20H30O","286.2297"
"6668","C20133","Sugiresinol;","C17H18O4","286.1205"
"6669","C20148","9beta-Pimara-7,15-dien-19-al","C20H30O","286.2297"
"6670","C20217","Cannabidivarin;","C19H26O2","286.1933"
"6671","C20252","5-Androstene-3,17-dione","C19H26O2","286.1933"
"6672","C20410","4-Dimethylallyl-L-abrine;","C17H22N2O2","286.1681"
"6673","C02838","L-Octanoylcarnitine","C15H29NO4","287.2097"
"6674","C02916","(S)-Norlaudanosoline;","C16H17NO4","287.1158"
"6675","C03506","Indoleglycerolphosphate;","C11H14NO6P","287.0559"
"6676","C05905","Cyanidin;","C15H11O6","287.0556"
"6677","C06350","Tetrahydropapaveroline;","C16H17NO4","287.1158"
"6678","C06351","(R)-Norlaudanosoline;","C16H17NO4","287.1158"
"6679","C06935","Cyproheptadine","C21H21N","287.1674"
"6680","C06991","Etodolac","C17H21NO3","287.1521"
"6681","C07218","Zolmitriptan;","C16H21N3O2","287.1634"
"6682","C07239","Ritodrine","C17H21NO3","287.1521"
"6683","C07378","Procyclidine","C19H29NO","287.2249"
"6684","C08002","Nifurtimox","C10H13N3O5S","287.0576"
"6685","C08071","Naftifine","C21H21N","287.1674"
"6686","C08344","Volkenin","C12H17NO7","287.1005"
"6687","C08519","Brunsvigine;","C16H17NO4","287.1158"
"6688","C08526","Galanthamine;","C17H21NO3","287.1521"
"6689","C08532","Lycorine","C16H17NO4","287.1158"
"6690","C08575","Aurantinidin","C15H11O6","287.0556"
"6691","C09223","Mesembrenone","C17H21NO3","287.1521"
"6692","C09238","Rutaecarpine;","C18H13N3O","287.1059"
"6693","C10153","Isolobinine","C18H25NO2","287.1885"
"6694","C10444","3'-Demethoxypiplartine","C16H17NO4","287.1158"
"6695","C11329","N-Acetyl-ala-ala-ala-methylester;","C12H21N3O5","287.1481"
"6696","C11782","Dihydromorphine","C17H21NO3","287.1521"
"6697","C12106","AminoDAHP","C7H14NO9P","287.0406"
"6698","C12164","Hamayne;","C16H17NO4","287.1158"
"6699","C12185","Nangustine","C16H17NO4","287.1158"
"6700","C12186","Pancracine","C16H17NO4","287.1158"
"6701","C12194","11-Hydroxyvittatine","C16H17NO4","287.1158"
"6702","C12195","Zephyramine","C17H21NO3","287.1521"
"6703","C13749","Sulmazole","C14H13N3O2S","287.0728"
"6704","C13796","SR95531","C15H17N3O3","287.127"
"6705","C15005","4-Aminoestra-1,3,5(10)-triene-3,17beta-diol","C18H25NO2","287.1885"
"6706","C15006","2-Aminoestra-1,3,5(10)-triene-3,17beta-diol;","C18H25NO2","287.1885"
"6707","C15270","Cycloguanilhydrochloride;","C11H14ClN5.HCl","287.0705"
"6708","C17365","ClavamycinE","C11H17N3O6","287.1117"
"6709","C18666","Vamidothion","C8H18NO4PS2","287.0415"
"6710","C18723","Dodine;","C13H29N3.C2H4O2","287.2573"
"6711","C20644","2-Amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate;","C7H14NO9P","287.0406"
"6712","C06988","beta-1,2,3,4,5,6-Hexachlorocyclohexane;","C6H6Cl6","287.8601"
"6713","C07075","Lindane;","C6H6Cl6","287.8601"
"6714","C15214","alpha-Hexachlorocyclohexane;","C6H6Cl6","287.8601"
"6715","C18738","BHC;","C6H6Cl6","287.8601"
"6716","C18450","Propineb","C5H8N2S4.Zn","287.8862"
"6717","C12059","Triclosan","C12H7Cl3O2","287.9512"
"6718","C16193","1,6-Naphthalenedisulfonicacid","C10H8O6S2","287.9762"
"6719","C16194","2,6-Naphthalenedisulfonicacid","C10H8O6S2","287.9762"
"6720","C00535","Testosterone;","C19H28O2","288.2089"
"6721","C00674","5alpha-Androstane-3,17-dione;","C19H28O2","288.2089"
"6722","C00974","Dihydrokaempferol;","C15H12O6","288.0634"
"6723","C01227","Dehydroepiandrosterone;","C19H28O2","288.2089"
"6724","C01378","Fustin;","C15H12O6","288.0634"
"6725","C01523","Pregnane;","C21H36","288.2817"
"6726","C03772","5beta-Androstane-3,17-dione","C19H28O2","288.2089"
"6727","C03935","6beta-Hydroxy-17beta-estradiol;","C18H24O3","288.1725"
"6728","C04691","2-Dehydro-3-deoxy-D-arabino-heptonate7-phosphate;","C7H13O10P","288.0246"
"6729","C05141","Estriol;","C18H24O3","288.1725"
"6730","C05301","2-Hydroxyestradiol;","C18H24O3","288.1725"
"6731","C05631","Eriodictyol","C15H12O6","288.0634"
"6732","C07529","Bupivacaine;","C18H28N2O","288.2202"
"6733","C07558","Methitural","C12H20N2O2S2","288.0966"
"6734","C07887","L-(-)-1-Butyl-2',6'-pipecoloxylidide;","C18H28N2O","288.2202"
"6735","C08285","10,16-Dihydroxyhexadecanoicacid;","C16H32O4","288.2301"
"6736","C08724","Okanin","C15H12O6","288.0634"
"6737","C09277","Micromelin","C15H12O6","288.0634"
"6738","C09471","Asebogenin;","C16H16O5","288.0998"
"6739","C09865","Flabellidine","C18H28N2O","288.2202"
"6740","C09942","KarwinaphtholB","C17H20O4","288.1362"
"6741","C10060","3,5-Dimethoxy-1,6-dihydroxyxanthone","C15H12O6","288.0634"
"6742","C10064","Gentiacaulein;","C15H12O6","288.0634"
"6743","C10083","2-O-Methylswertianin;","C15H12O6","288.0634"
"6744","C10091","Swerchirin;","C15H12O6","288.0634"
"6745","C10292","Alkannin","C16H16O5","288.0998"
"6746","C10415","(+-)-Dalbergioidin","C15H12O6","288.0634"
"6747","C11166","SDS;","C12H25O4S.Na","288.1371"
"6748","C11494","Methyl2-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-p-toluate","C16H20N2O3","288.1474"
"6749","C11495","Methyl6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-m-toluate","C16H20N2O3","288.1474"
"6750","C11769","R-Soterenol","C12H20N2O4S","288.1144"
"6751","C11872","Kaur-16-en-18-ol;","C20H32O","288.2453"
"6752","C11882","Abietinol;","C20H32O","288.2453"
"6753","C11883","Levopimarinol","C20H32O","288.2453"
"6754","C11884","Neoabietinol;","C20H32O","288.2453"
"6755","C11895","Taxa-4(20),11(12)-dien-5alpha-ol;","C20H32O","288.2453"
"6756","C12435","6-Deoxydihydrokalafungin;","C16H16O5","288.0998"
"6757","C12631","2-Hydroxy-2,3-dihydrogenistein","C15H12O6","288.0634"
"6758","C14209","4-Hydroxyestradiol-17beta;","C18H24O3","288.1725"
"6759","C14304","Furamizole;","C12H8N4O5","288.0495"
"6760","C14491","Normethandrolone;","C19H28O2","288.2089"
"6761","C14682","3-Methoxyestra-2,5(10)-dien-17beta-ol","C19H28O2","288.2089"
"6762","C14906","(5alpha,17beta)-3-Methyl-androst-2-en-17-ol","C20H32O","288.2453"
"6763","C15101","17-Methyl-5-alpha-androst-2-en-17-beta-ol","C20H32O","288.2453"
"6764","C15230","Iprobenfos;","C13H21O3PS","288.0949"
"6765","C15258","17beta-Hydroxy-2alpha-methylestr-4-en-3-one;","C19H28O2","288.2089"
"6766","C15335","3beta-Hydroxy-5-androsten-16-one;","C19H28O2","288.2089"
"6767","C15377","17beta-Hydroxy-5alpha-androst-1-en-3-one","C19H28O2","288.2089"
"6768","C15385","D-Homo-A-nor-17a-oxaandrost-3(5)-ene-2,17-dione;","C18H24O3","288.1725"
"6769","C15395","17beta-Hydroxy-4-methylestr-4-en-3-one;","C19H28O2","288.2089"
"6770","C15492","all-trans-13,14-Dihydroretinol;","C20H32O","288.2453"
"6771","C15525","Eriodictyolchalcone;","C15H12O6","288.0634"
"6772","C16187","7,2'-Dihydroxy-4'-methoxy-isoflavanol;","C16H16O5","288.0998"
"6773","C16233","2,6,7,4'-Tetrahydroxyisoflavanone","C15H12O6","288.0634"
"6774","C16858","PachydictyolA","C20H32O","288.2453"
"6775","C16940","Carthamidin","C15H12O6","288.0634"
"6776","C17412","Shikonin","C16H16O5","288.0998"
"6777","C17720","Difenpiramide","C19H16N2O","288.1263"
"6778","C18219","Palustradienol","C20H32O","288.2453"
"6779","C18221","Isopimaradienol","C20H32O","288.2453"
"6780","C18477","Myclobutanil","C15H17ClN4","288.1142"
"6781","C18693","Terbufos","C9H21O2PS3","288.0441"
"6782","C20146","ent-2alpha-Hydroxyisokaurene","C20H32O","288.2453"
"6783","C20147","9beta-Pimara-7,15-dien-19-ol","C20H32O","288.2453"
"6784","C20150","ent-11beta-Hydroxycassa-12,15-diene","C20H32O","288.2453"
"6785","C03822","2,6-Dichlorophenolindophenolsodiumsalt;","C12H6Cl2NO2.Na","288.9673"
"6786","C01479","Atropine;","C17H23NO3","289.1678"
